text,label,categoria_id,categoria_nome,fonte,anotador,votos_misoginia_told
"fui ouvir drag me down, chorei 
           
      saudades",0,,,ToLD-BR,,0
ansiosa por esse dia 🙌🏽🙌🏽,0,,,ToLD-BR,,0
"mano quanto tempo vai demorar pra vcs perceberem q a vida dos outros NÃO é da conta de vcs? o namoro, a amizade, oq veste, oq come, quem beija ou deixa de beijar, se transa ou não, se ta gorda ou magra... TOMEM CONTA DA VIDA DE VCS!!!",0,,,ToLD-BR,,0
rt @user fazendo meu papel de bom amigo marcando keylla em 300 memes ❤️,0,,,ToLD-BR,,0
rt @user essa doida me deixa todo bobo pqp kk,0,,,ToLD-BR,,0
"Quem aí acha que tá na hora de voltarmos às ruas? O povo não pode tolerar o STF literalmente fazendo o que bem entendem e ficar de braços cruzados. Eles são nossos funcionários. O povo não pede, o povo decide!#STFVergonhaNacional https://t.co/B5Zp2T4wmP",0,,,ToLD-BR,,0
@user parabéns deus abençoe.,0,,,ToLD-BR,,0
cortei a unha e agora estou escrevendo tudo errado. como faz!? 馃う馃徎鈥嶁檪锔�,0,,,ToLD-BR,,0
"to com vontade de socar a mariana, ela fica com pensamento negativo pqp ja falei q vai dar td certo p hj saco",0,,,ToLD-BR,,0
Quem tem boca fala o que quer. Eu mostro os erros antes de levar o gol. Antes das derrotas. O time joga melhor. Mas o professor ainda não sabe escolher e nem substituir,0,,,ToLD-BR,,0
"@user pois diga, vc nao sabia q na paraiba tem residencia? kkkkkkkkk",0,,,ToLD-BR,,0
"eu não concordo que fiquem postando a foto do meu irmão em rede social, porra...",0,,,ToLD-BR,,0
"@user Que nome de um time seu time um dia mas o que parte de mim que me ama BTS

puta que pariu manoKKKKKKKK olha mas quase acertou o nome do Jimin",0,,,ToLD-BR,,0
quem que faz isso meu pelo amor de deusssss eu odeio a internet,0,,,ToLD-BR,,0
"""tu sabe a diferença de ser homossexual e ser gay/bicha?"" 
dessa vez a minha mãe chegou no auge",0,,,ToLD-BR,,0
@user quando eu chegar em petrópolis tenho serviço pá tu,0,,,ToLD-BR,,0
minha vontade agora é tacar essa merda desse computador lá na puta que pariu,0,,,ToLD-BR,,0
é muito bom rever os amigos do ensino medio 🥰,0,,,ToLD-BR,,0
"na dúvida vai as duas msm, estou feio nas duas kkk sabadou 🤑😅😏 https://t.co/8evnpyzzjf",0,,,ToLD-BR,,0
"@user @user @user @user Relembrando que quem partiu para o insulto primeiro foi a senhora, chamando-nos de hist茅ricas e pat茅ticas. E h谩 v谩rios estudos e estat铆sticas,  茅 s贸 procurar. Se n茫o aceita o que eu postei e insiste em pedir para os outros fazerem a pesquisa por si, o problema 茅 s贸 seu mesmo.",0,,,ToLD-BR,,0
qual teu maior medo? — perder quem eu amo e ficar sozinha https://t.co/9ltqqmhxhy,0,,,ToLD-BR,,0
ok vou tatuar a bunda linda do meu namorado,0,,,ToLD-BR,,0
sá pinto expulso: autoridade nacional de aviação civil vai consultar o var,0,,,ToLD-BR,,0
@user uma dica droga: nao se entupa de serie.,0,,,ToLD-BR,,0
rt @user kkkkkk eu quero i quero mt https://t.co/gn6g2r4pl3,0,,,ToLD-BR,,0
rt @user não manda indireta não: manda cerveja.,0,,,ToLD-BR,,0
"pq só o pior fica , tnc",0,,,ToLD-BR,,0
"eu não tenho um guarda chuva, pqp",0,,,ToLD-BR,,0
claro q se a foto tiver merda eu tenho q dar uma ajeitada,0,,,ToLD-BR,,0
@user a lava jato estava chegando perto demais....,0,,,ToLD-BR,,0
rt @user velozes e furiosos começa meio vingadores e termina meio moana,0,,,ToLD-BR,,0
#globonews infelizmente é a única opção que trata de política. pena que seja tão parcial.,0,,,ToLD-BR,,0
e só me fodo,0,,,ToLD-BR,,0
rt @user tem mais de 1 mês que tomo remédio todos  os dias e nada de melhorar,0,,,ToLD-BR,,0
@user eu me sinto muito estranha com conhecidos do lado porque eu sou emocionada jahah hj eu vou até levar uns lencinhos pq vai que,0,,,ToLD-BR,,0
rt @user do nada vem umas lembranças de certas situações e o unico pensamento é: mds sou troxa d++,0,,,ToLD-BR,,0
será que já ta chegando a hora do recreio? quero jogar totó,0,,,ToLD-BR,,0
@user que d贸....!,0,,,ToLD-BR,,0
"mano sei nem o que falar, to muito  puto e as pessoas envolvidas estão  de parabéns, o mundo da voltas  👏👏👏👏👏",0,,,ToLD-BR,,0
"tudo isso somos ele é negro?
até quando vamos admitir isso gente?",0,,,ToLD-BR,,0
@user @user @user @user kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk aaaaaah pqp mermão tá de sacanagem,0,,,ToLD-BR,,0
@user caralho meu ermao sou eu ali kkkkkkk respondi mó na humilda,0,,,ToLD-BR,,0
queria ir pra turnê do criolo aaaa,0,,,ToLD-BR,,0
"sextouuuu e o plano 茅 o mesmo, ficar em casa",0,,,ToLD-BR,,0
rt @user vejo a ana e a chai mais do que a minha família,0,,,ToLD-BR,,0
"Faltam 2 vídeos pra semana misteriosa e todos os 5 que já postei estão sem monetização. terminando a semana na força do ódio mesmo, pq tem cada “conteúdo” lixo q eu vejo por aí que com certeza nunca fica sem monetização 😒",0,,,ToLD-BR,,0
não tem notícia nem nada,0,,,ToLD-BR,,0
quando for mãe o pai do meu filho tem de falar assim c ele 😂,0,,,ToLD-BR,,0
rt @user odeio fazer barba mane pqp,0,,,ToLD-BR,,0
@user estou esperando o criança desespero para arrematar algumas tb!!!,0,,,ToLD-BR,,0
qual paredão não toca brega funk vsf,0,,,ToLD-BR,,0
"@user vou por um alerta no google, quando ele passar pra cá, eu pulo pra lá!",0,,,ToLD-BR,,0
"rt @user stays gringas onde voc锚s est茫o nas vota莽玫es e comeback que eu n茫o vejo? 
#bangchanselcaday @user
https://t.co/6olzrlpa鈥�",0,,,ToLD-BR,,0
"bts: *são milionários e muito influentes na econômia da coréia*

produção: então quem ganhar sai daqui com 5 reais

bts: ヽ(°◇° )ノ https://t.co/f7FJpxRhop",0,,,ToLD-BR,,0
tô passando mal,0,,,ToLD-BR,,0
@user @user porra foi tu quem fez?! e tu sempre esquece de colocar a bendita marca d'agua né kkkkkkk,0,,,ToLD-BR,,0
"na moral, sou um lixo mesmo",0,,,ToLD-BR,,0
@user somoos* ia me sentir mais feia todo dia,0,,,ToLD-BR,,0
"Ok fui tentar tirar uma aranha do meu quarto com o chinelo sem matar pq sou amigo dos animais etc

Deixei cair e agora a aranha SUMIU

SENHOR PENSEI Q TU ME SONDAVAS",0,,,ToLD-BR,,0
e eu que tô indo agora para casa mas não lembro onde pego o outro ônibus,0,,,ToLD-BR,,0
"@user comassim guria kkkk,  eu penso q vc deve priorizar vc mesma e oq te faz bem, a铆 s贸 vai ter sentimento good",0,,,ToLD-BR,,0
"eu: nossa eu e meu pai tamo sem brigar a meses incrível mt bom tamo bem demais

eu: n jogo o lixo no lixo do jeito q ele joga 

meu pai: ooooo meu deus vo briga",0,,,ToLD-BR,,0
o jean willis comendo brigadeiro na panela com a colher de pau auge,0,,,ToLD-BR,,0
rt @user sensatez a gente vê por aqui 👏 https://t.co/5jumlqmp9x,0,,,ToLD-BR,,0
@user que bom! aproveita e faz estoque! você usa bastante!,0,,,ToLD-BR,,0
tamo fazendo nada mas tamo levando hate,0,,,ToLD-BR,,0
"@user @user a gente parcela a vergonha em 36x no crédito, tá... https://t.co/dhlghxer7q",0,,,ToLD-BR,,0
"9-NÃO É ARTISTA! Sem sal, fabricado, nunca se desculpou pelas coisas racistas (não seria mais do que a obrigação). Não é autêntico, superestimado pelas fãs, desafina mais do que canta e tira a blusa pra maquiar a falta de talento. Não inova e fora o show é extremamente tediante. https://t.co/J9dbgvHFST",0,,,ToLD-BR,,0
pro pessoal do fandom é canon só o que eles querem que seja kkkk pena,0,,,ToLD-BR,,0
@user aí lary kkkkkkk pqp em 😂😂😂,0,,,ToLD-BR,,0
"rt @user deus olhou pra mim e falou, sem bunda, sem peito, sem beleza, sem nada, apenas fica aí no mundo vivendo https://t.co/csli…",0,,,ToLD-BR,,0
rt @user uma coisa em cima da outra cara 馃槶馃挃,0,,,ToLD-BR,,0
"@user @user não sei, mas estou fazendo. tudo para tirar essa sensação.",0,,,ToLD-BR,,0
"liam payne a cada dia fica mais lindo, bonito , gostoso resumindo homão da porra 🥰😍👏🏻🌚🌝 https://t.co/tdnwinblot",0,,,ToLD-BR,,0
"fiz maior lanche no sanduba ontem quando vim do cova com a galera, larica era lixo",0,,,ToLD-BR,,0
"@user não pode brincar, vc faz med vet",0,,,ToLD-BR,,0
Onze santos acima do bem e do mal ? Cadê um poder moderador ? Devemos confiar cegamente nos ministros do STF ? Ou devemos nos curvar perante eles ? Devemos aceitar que uma nação fique prostrada perante eles ? Não !!! #STFVergonhaNacional https://t.co/g8Vb7j3IQv,0,,,ToLD-BR,,0
"rt @user porra, n fala cmg mas quer me pegar 

?¿?¿?¿?¿?¿?",0,,,ToLD-BR,,0
quem nunca fez uma loucura que atire a primeira pedra... kkk,0,,,ToLD-BR,,0
"@user o filme não é bom isso é fato,tp da pra assistir(relevar a história tlg)mas aí chega no final caga TUDO e vc fica puto com o filme td kkkkkkkkkkk na minha opinião se vc n viu é melhor n ver e considerar o 3 como final msm",0,,,ToLD-BR,,0
porra to quase fazendo um bolão,0,,,ToLD-BR,,0
"eu sei que é briguinha idiota, mas eu não consigo me controlar",0,,,ToLD-BR,,0
@user tu tu kkkkkk ia ser legal na real kk,0,,,ToLD-BR,,0
rt @user esta merda deixou me a pensar imenso fr https://t.co/n5hfvqczsb,0,,,ToLD-BR,,0
@user @user é isso que os brasileiros de bem querem? https://t.co/bnmloisdxw,0,,,ToLD-BR,,0
tem nem como pegar a toalha na corda que eles j谩 t茫o de olho 馃槀,0,,,ToLD-BR,,0
caraio eu so burra eu tenho o MEU IRMÃO q eh tipo uma josi sem diploma (poxa henrique trancou o curso no último ano isso q da ser macoero) p me explica as coisa vivaaaaaaaa,0,,,ToLD-BR,,0
rt @user mulher * https://t.co/eaheynhg7i,0,,,ToLD-BR,,0
@user kkkkkkkkkk então e o baby?,0,,,ToLD-BR,,0
rolê pra tocar clube da esquina e terminar com algum pagode fudido™️ tá mais perto do que vocês imaginam...,0,,,ToLD-BR,,0
ah não kkkkkkkkkkkkkkkkkkkkkkkkk,0,,,ToLD-BR,,0
"rt @user caralho, mãe tá sempre certa quando diz que tal amiga é falsa e n presta",0,,,ToLD-BR,,0
"Você está no show do Now United e o Bailey te olha assim e segura sua mão, seu último meme salvo é a sua reação 

#MPN #NowUnited #Uniters https://t.co/xqhJPEOKev",0,,,ToLD-BR,,0
"@user @user #horadeporcafé Métodos infalíveis para acordar cedo! 

Pedir pra alguém da sua família que acorda cedo bater uma panela no seu ouvido as 3:00Am!

Só queria dizer que é muito ruim tá não liguem! Só foi o que eu pensei!😃",0,,,ToLD-BR,,0
gremio e atlético mineiro,0,,,ToLD-BR,,0
@user @user @user @user @user @user @user saiam daqui caralho vao po privado,0,,,ToLD-BR,,0
rt @user como é que faz quando nenhum dos dois é flor que se cheira,0,,,ToLD-BR,,0
"fila pra pegar comida, fila pra pagar a comida.. pqp, só quero almoçar.",0,,,ToLD-BR,,0
gabriel doido pra tretar com a guria do stts dele pqp,0,,,ToLD-BR,,0
militares brit芒nicos tentam impedir rompimento de represa que pode inundar聽cidade https://t.co/h4gr06afuk https://t.co/dzwhmxpfoi,0,,,ToLD-BR,,0
"to enjoado,to enjoado rico pra caralho com os amigos do meu lado 🎶",0,,,ToLD-BR,,0
@user e quem mandou matar marielle?!,0,,,ToLD-BR,,0
@user hj que eu vou tu n vens pqp,0,,,ToLD-BR,,0
@user jae meu mano,0,,,ToLD-BR,,0
"música sempre, o tempo todo! — ♫lance legal por guilherme arantes, do #soundhound https://t.co/o6poliep7g",0,,,ToLD-BR,,0
"Sábado dia 10/08 temos um encontro marcado na @user hein???

MAIOR encontro de Twitteiros 🐤🔥

💰Diz que viu o anúncio no Twitter e garante seu desconto 😜

Informações: (21) 97148-9904 📞 

Imagem de @user https://t.co/sBgjrwVbRO",0,,,ToLD-BR,,0
"Porra acordei com 50 mensagem da Adrielly no whats, 10 marcações no tt, 20 no face, 5 no Instagram, 2 ligações kkkkk
Caralho, posso nem dormir direito 😂",0,,,ToLD-BR,,0
"Lembram da fala da @user sobre plantar inflação para colher juros?

A taxa que já foi de 14% no governo dela chegou a 6%, a menor em 20 anos

A inflação que beirava os 10% está perto dos 3%

Vamos mudar a frase:

Quem planta responsabilidade fiscal, colhe juros/inflação baixos",0,,,ToLD-BR,,0
"rt @user mais surtada que eu, só duas de mim kkkkkkkkkkkkkk 🙆🏾‍♀️",0,,,ToLD-BR,,0
"alguém  roubou meu fone , tnc viu",0,,,ToLD-BR,,0
"logo menos ta na pista o clipe light em família, isso é 22music pra caralho! quem puder fortalecer no rt ai, tamo junto!! 🚀🚀 @user @user https://t.co/jkegLiqc3W",0,,,ToLD-BR,,0
mais tarde tem a festa da pérola 😍,0,,,ToLD-BR,,0
@user só falou msm né pq c não fez nada,0,,,ToLD-BR,,0
mano q sono vai toma no cu,0,,,ToLD-BR,,0
rt @user pegar um solzin kkk https://t.co/1m94uzln7z,0,,,ToLD-BR,,0
"Meu filho não é muito de demostra os sentimentos ele sempre fala do pai dele meio preso mas ontem na hora de dormir ele não se aguentou , falou q sente muita falta do pai e q não aguenta mas de Sdds 😭",0,,,ToLD-BR,,0
caralho eu não aguento mais mn,0,,,ToLD-BR,,0
sai da minha casa kkkkkkkk,0,,,ToLD-BR,,0
Sem querer defender mas chamar o garoto de babaca nesse momento ?????? Na hora de se aproveitar dos sentimentos do menino pra pedir mil e uma coisas tá td bem né kkkkkkkk,0,,,ToLD-BR,,0
@user pior nem eh isso. pior eh adiar esse jogo e não adiar a rodada quando for data fifa. isso que eh incoerência.,0,,,ToLD-BR,,0
"Sempre ouvi esses coment谩rios in煤teis,a铆 agora engordei e escuto
""Nossa voc锚 engordou bastante n茅"", ""tomou algum rem茅dio pra engordar"" "" Tem que fechar a boca pra n茫o ficar mais gorda"".

Povo babaca, nunca est茫o satisfeitos com nada, n茫o sabem como isso mexe com nossa auto-estima https://t.co/0JKPueIl45",0,,,ToLD-BR,,0
rt @user muito princesa😍😍 https://t.co/au5lfa4rlh,0,,,ToLD-BR,,0
"rt @user vamo aproveitar e enaltecer de novo esse v铆deo perfeito enquanto a gente vota

#mpn #nowunited #uniters

 https://t.co/2jv鈥�",0,,,ToLD-BR,,0
ai só pq eu comprei saco,0,,,ToLD-BR,,0
to tão triste 😭😭😭😭😭 será que alguém poderia me levar 🚗🚌🚲🛵🚘✈️ pra um show do jack &amp; jack? 😭😭🥰🥰😍😍😘😫😫🥺🥺😩😩🥺👬👬👬👬👬,0,,,ToLD-BR,,0
"Ficar em casa no sábado a noite e assistir friends pela quinta vez, ou ir no aniversário do heitor onde vai tá frio e eu corro o risco de tomar um porre? Claro que a segunda opção pq eu sou idiota",0,,,ToLD-BR,,0
"2015- poderia ter sido pior
2016- LIXO poderia ter vivido sem essa 
2017- Lindooo, 0 defeitos 
2018- Meu melhor ano (ignorando estresse político) 
2019- meio pombo, mas meio bom",0,,,ToLD-BR,,0
@user precisamos tomar às ruas e exigir a saída dos 11 criminosos  do stf...  #stfvergonhanacional,0,,,ToLD-BR,,0
rt @user com certeza ele pode! https://t.co/qzcfu2frob,0,,,ToLD-BR,,0
rt @user ainda bem q sabe q tá de parabéns! https://t.co/rpa4z2et6z,0,,,ToLD-BR,,0
"rt @user @user @user caralho,dps dessa eu voltava",0,,,ToLD-BR,,0
"Qualquer diretor de instituições públicas: a

Bolsonaro: exonera por não estar alinhado com os interesses do governo. Vamos colocar um militar como substituto.",0,,,ToLD-BR,,0
@user eu não sei...me incomoda de alguma forma mas não sei o que é :(,0,,,ToLD-BR,,0
@user @user para nada para nada 😂,0,,,ToLD-BR,,0
"eu mando algo relacionado a turismo aqui em fortaleza pra lysandra e ela pergunta ""que que tem?""",0,,,ToLD-BR,,0
"qualquer coisa me faz chorar, me olhou feio? eu choro. vi um cachorro abandonado na rua? choro. comercial emocionante? choro também",0,,,ToLD-BR,,0
"e essa merda vai flopar, as a莽玫es v茫o continuar caindo, e n茫o tem mais salva莽茫o pra esse gore https://t.co/vhnccgidxp",0,,,ToLD-BR,,0
"""l'état est moi"". esperando a história se repetir e essa guilhotina chegar.
 https://t.co/tb7ok08e8w via @user @user",0,,,ToLD-BR,,0
"@user reinaldo existem cópias, de uma forma ou de outra o brasil vai saber de tudo #vasamoro #vasajato",0,,,ToLD-BR,,0
"Às vezes queremos que Deus mude as coisas e resolva nossos problemas, mas não queremos conversar com Ele sobre, achamos que Deus tem que fazer simplesmente porque é Pai e sabe da nossa necessidade. Deus quer que nos relacionamos com Ele, nos acheguemos, Ele sente saudade.🙏❤️",0,,,ToLD-BR,,0
"@user @user meu coração tá até batendo um cadinho mais forte, de alegria e orgulho!",0,,,ToLD-BR,,0
rt @user ser ignorado por alguém que você gosta causa a mesma reação química no cérebro que uma lesão física.,0,,,ToLD-BR,,0
@user kkk adorei miga kkk,0,,,ToLD-BR,,0
mais natural que respirar é deixar pra fazer as coisas em cima da hora,0,,,ToLD-BR,,0
"@user pagando em rublos, que valem mais que barras de ouro!",0,,,ToLD-BR,,0
@user eu e matheus sempreeee pqp,0,,,ToLD-BR,,0
"senta aí, pega um lanche e pega um lenço",0,,,ToLD-BR,,0
"Jair é o tiozao que acredita em qualquer mentira que contam pra ele. O problema é que elegeram o tiozão e agora ele é o presidente da república amplificando mentira e fake. 
https://t.co/tfgyDzuWMb",0,,,ToLD-BR,,0
meu deus que parada abusiva puta merda,0,,,ToLD-BR,,0
sei lá o jeito que eu me iludo com quem não vale a pena é diferente :(,0,,,ToLD-BR,,0
"ATENÇÃO DITEITA UNIDA

Ninguém vai calar nossa vóz! Bora convocar essa galera para gritar FORA STF! Vamos para as ruas!!!

#NasRuasContraSTF 

Dê RT e use a Tag nos comentários para subir mais rápido! 👊🇧🇷 https://t.co/hkUC9ZfUIE",0,,,ToLD-BR,,0
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
,,,,noticias,,
