term,polarity,score_norm,freq_mis,freq_non,tfidf_mis,tfidf_non,score_mis,score_non,origem
gado,misogino,1.3384966223271075,18,16,8.872873891749895,6.628983895250266,1.3384966223271075,0.7471066566501433,tfidf_seed
criminoso,misogino,1.328840677699437,43,40,16.769012405198023,12.619278862977607,1.328840677699437,0.752535558178152,tfidf_seed
infeliz,misogino,1.3282348059385092,10,8,5.063824731298069,3.812445947375432,1.3282348059385092,0.7528785842316387,tfidf_seed
sharia,misogino,1.3232318299530568,8,5,3.5563605753872394,2.6876312764344363,1.3232318299530568,0.7557249788758584,tfidf_seed
chinês,misogino,1.3225973391829278,6,5,2.733524823394164,2.066784364231019,1.3225973391829278,0.7560873749730062,tfidf_seed
roraima,misogino,1.30648250733849,6,4,2.533021934407333,1.9388094472730342,1.30648250733849,0.7654133016078156,tfidf_seed
bando,misogino,1.2964777098547844,38,35,18.42637790527713,14.212644358431213,1.2964777098547844,0.771320530826643,tfidf_seed
psicopata,misogino,1.2941966913621015,12,9,5.673773674130289,4.384010883200551,1.2941966913621015,0.7726797652345189,tfidf_seed
lésbico,misogino,1.290027392152419,8,6,3.34117668919424,2.5900034522461377,1.290027392152419,0.7751768068554128,tfidf_seed
heim,misogino,1.2890885845277635,6,6,3.885682535363404,3.014285668892394,1.2890885845277635,0.7757414214151864,tfidf_seed
uol,misogino,1.2817883740432872,7,6,2.795608007398774,2.181020504025877,1.2817883740432872,0.7801593492701069,tfidf_seed
socialista,misogino,1.2817127876955645,8,7,3.363045861849001,2.623867540701335,1.2817127876955645,0.7802054650105987,tfidf_seed
golpista,misogino,1.2783227077351846,11,10,5.9403070774273115,4.646953201378308,1.2783227077351846,0.7822747811744567,tfidf_seed
irresponsável,misogino,1.2756291945326925,8,7,4.089266630355219,3.2056849845178284,1.2756291945326925,0.783926432381576,tfidf_seed
onu,misogino,1.267999953680178,10,8,4.315329249555708,3.4032556302791392,1.267999953680178,0.7886431474461374,tfidf_seed
corrupto,misogino,1.2582483131430686,61,52,22.81339348718845,18.131073167865353,1.2582483131430686,0.7947556063192351,tfidf_seed
esquerdista,misogino,1.2493701278599214,62,52,23.719779529099657,18.985389318023596,1.2493701278599214,0.8004032454993475,tfidf_seed
salarial,misogino,1.2467773031709493,5,4,1.808618036950201,1.4506333934480624,1.2467773031709493,0.8020668608543484,tfidf_seed
armário,misogino,1.2414467285823965,6,4,2.933225523305821,2.36274679720533,1.2414467285823965,0.8055111933675188,tfidf_seed
histeria,misogino,1.2359342605505197,5,4,2.1920313034560444,1.7735814415771536,1.2359342605505197,0.8091036974139729,tfidf_seed
idiotice,misogino,1.2357146796250176,6,4,2.886308256791463,2.3357390412750005,1.2357146796250176,0.8092476701098557,tfidf_seed
caralhar,nao_misogino,58014068.417438015,0,113,0.0,58.01406841743801,0.0,58014068.417438015,tfidf_seed
vtnc,nao_misogino,48953079.29907702,0,91,0.0,48.95307929907702,0.0,48953079.29907702,tfidf_seed
carioca,nao_misogino,35370211.20862426,0,74,0.0,35.370211208624255,0.0,35370211.20862426,tfidf_seed
lir,nao_misogino,31298237.99522109,0,60,0.0,31.298237995221086,0.0,31298237.99522109,tfidf_seed
vôlei,nao_misogino,28829968.39025439,0,60,0.0,28.82996839025439,0.0,28829968.39025439,tfidf_seed
dms,nao_misogino,28624379.31899353,0,54,0.0,28.62437931899353,0.0,28624379.31899353,tfidf_seed
flamengo,nao_misogino,26685704.331145268,0,71,0.0,26.685704331145267,0.0,26685704.331145268,tfidf_seed
tóquio,nao_misogino,25558916.875980943,0,43,0.0,25.55891687598094,0.0,25558916.875980943,tfidf_seed
namoral,nao_misogino,24216971.746606357,0,51,0.0,24.216971746606355,0.0,24216971.746606357,tfidf_seed
voleinaglobar,nao_misogino,22316395.110053644,0,37,0.0,22.316395110053644,0.0,22316395.110053644,tfidf_seed
calor,nao_misogino,22056838.15330081,0,42,0.0,22.05683815330081,0.0,22056838.15330081,tfidf_seed
role,nao_misogino,21512930.444221295,0,46,0.0,21.512930444221293,0.0,21512930.444221295,tfidf_seed
hacker,nao_misogino,21493908.490145497,0,48,0.0,21.493908490145497,0.0,21493908.490145497,tfidf_seed
amg,nao_misogino,19538711.4720067,0,34,0.0,19.5387114720067,0.0,19538711.4720067,tfidf_seed
alves,nao_misogino,18359486.70006219,0,51,0.0,18.359486700062188,0.0,18359486.70006219,tfidf_seed
kkkkkkkkkkkkkkkkk,nao_misogino,17674448.961106896,0,28,0.0,17.674448961106897,0.0,17674448.961106896,tfidf_seed
baile,nao_misogino,17265674.38546983,0,32,0.0,17.26567438546983,0.0,17265674.38546983,tfidf_seed
dnv,nao_misogino,16400406.305892216,0,37,0.0,16.400406305892215,0.0,16400406.305892216,tfidf_seed
anão,nao_misogino,16110710.967027903,0,24,0.0,16.110710967027902,0.0,16110710.967027903,tfidf_seed
ressaca,nao_misogino,15866309.670833362,0,25,0.0,15.866309670833362,0.0,15866309.670833362,tfidf_seed
pprt,nao_misogino,15480390.5313819,0,28,0.0,15.480390531381898,0.0,15480390.5313819,tfidf_seed
ansioso,nao_misogino,15422495.0590635,0,27,0.0,15.422495059063499,0.0,15422495.0590635,tfidf_seed
mineiro,nao_misogino,15066485.457489062,0,27,0.0,15.066485457489062,0.0,15066485.457489062,tfidf_seed
bts,nao_misogino,14438463.042297428,0,40,0.0,14.438463042297428,0.0,14438463.042297428,tfidf_seed
gringo,nao_misogino,14244779.773618547,0,29,0.0,14.244779773618546,0.0,14244779.773618547,tfidf_seed
dormi,nao_misogino,13370244.20945828,0,20,0.0,13.37024420945828,0.0,13370244.20945828,tfidf_seed
som,nao_misogino,13265783.902137535,0,31,0.0,13.265783902137533,0.0,13265783.902137535,tfidf_seed
contratação,nao_misogino,13233656.087414563,0,35,0.0,13.233656087414563,0.0,13233656.087414563,tfidf_seed
vel,nao_misogino,12944402.999175992,0,30,0.0,12.944402999175992,0.0,12944402.999175992,tfidf_seed
serio,nao_misogino,12942705.470083568,0,27,0.0,12.942705470083567,0.0,12942705.470083568,tfidf_seed
realizar,nao_misogino,12809375.596061878,0,35,0.0,12.809375596061878,0.0,12809375.596061878,tfidf_seed
kkkkkkkkkkkkkkkkkkkkk,nao_misogino,12767854.977968855,0,21,0.0,12.767854977968854,0.0,12767854.977968855,tfidf_seed
ansiedade,nao_misogino,12636883.50222921,0,26,0.0,12.63688350222921,0.0,12636883.50222921,tfidf_seed
tamo,nao_misogino,12617792.972731309,0,23,0.0,12.617792972731309,0.0,12617792.972731309,tfidf_seed
nasruascontrastf,nao_misogino,12564736.230254851,0,29,0.0,12.564736230254852,0.0,12564736.230254851,tfidf_seed
consideração,nao_misogino,12525500.446750205,0,22,0.0,12.525500446750204,0.0,12525500.446750205,tfidf_seed
almoço,nao_misogino,12499394.96575747,0,26,0.0,12.49939496575747,0.0,12499394.96575747,tfidf_seed
tag,nao_misogino,12187695.238731772,0,27,0.0,12.187695238731772,0.0,12187695.238731772,tfidf_seed
fab,nao_misogino,12165945.65460019,0,25,0.0,12.16594565460019,0.0,12165945.65460019,tfidf_seed
favorito,nao_misogino,12042347.237951137,0,25,0.0,12.042347237951137,0.0,12042347.237951137,tfidf_seed
temporada,nao_misogino,11510790.343305375,0,25,0.0,11.510790343305375,0.0,11510790.343305375,tfidf_seed
bixo,nao_misogino,11328217.511429738,0,19,0.0,11.328217511429738,0.0,11328217.511429738,tfidf_seed
ncia,nao_misogino,11182473.093064656,0,29,0.0,11.182473093064656,0.0,11182473.093064656,tfidf_seed
resenha,nao_misogino,11105077.25488648,0,19,0.0,11.10507725488648,0.0,11105077.25488648,tfidf_seed
tandara,nao_misogino,11039891.023080904,0,18,0.0,11.039891023080903,0.0,11039891.023080904,tfidf_seed
set,nao_misogino,10903096.462903421,0,21,0.0,10.90309646290342,0.0,10903096.462903421,tfidf_seed
mara,nao_misogino,10882246.217711449,0,20,0.0,10.882246217711447,0.0,10882246.217711449,tfidf_seed
cartão,nao_misogino,10720689.005895387,0,24,0.0,10.720689005895387,0.0,10720689.005895387,tfidf_seed
marca,nao_misogino,10700113.478101498,0,25,0.0,10.700113478101496,0.0,10700113.478101498,tfidf_seed
sotaque,nao_misogino,10672689.383243665,0,20,0.0,10.672689383243664,0.0,10672689.383243665,tfidf_seed
overdose,nao_misogino,10640131.451026976,0,29,0.0,10.640131451026976,0.0,10640131.451026976,tfidf_seed
gabriel,nao_misogino,10628019.391619552,0,21,0.0,10.628019391619551,0.0,10628019.391619552,tfidf_seed
energia,nao_misogino,10553682.346673887,0,27,0.0,10.553682346673886,0.0,10553682.346673887,tfidf_seed
extremamente,nao_misogino,10548451.405200757,0,26,0.0,10.548451405200757,0.0,10548451.405200757,tfidf_seed
sdd,nao_misogino,10522186.208893621,0,18,0.0,10.52218620889362,0.0,10522186.208893621,tfidf_seed
sofror,nao_misogino,10374085.26930172,0,19,0.0,10.37408526930172,0.0,10374085.26930172,tfidf_seed
emocionar,nao_misogino,10308475.771964405,0,21,0.0,10.308475771964405,0.0,10308475.771964405,tfidf_seed
perfeição,nao_misogino,10290718.200267848,0,15,0.0,10.290718200267847,0.0,10290718.200267848,tfidf_seed
percor,nao_misogino,10193259.14087887,0,17,0.0,10.193259140878869,0.0,10193259.14087887,tfidf_seed
café,nao_misogino,10113149.673618222,0,21,0.0,10.11314967361822,0.0,10113149.673618222,tfidf_seed
lucas,nao_misogino,10084232.679157637,0,23,0.0,10.084232679157637,0.0,10084232.679157637,tfidf_seed
voleinosportv,nao_misogino,10072124.098323412,0,19,0.0,10.072124098323412,0.0,10072124.098323412,tfidf_seed
harry,nao_misogino,10050366.46878187,0,23,0.0,10.050366468781869,0.0,10050366.46878187,tfidf_seed
estresse,nao_misogino,9939342.97653083,0,19,0.0,9.93934297653083,0.0,9939342.97653083,tfidf_seed
sensação,nao_misogino,9909199.494670331,0,21,0.0,9.90919949467033,0.0,9909199.494670331,tfidf_seed
parab,nao_misogino,9824369.938331496,0,17,0.0,9.824369938331495,0.0,9824369.938331496,tfidf_seed
fotor,nao_misogino,9809596.30974185,0,18,0.0,9.809596309741849,0.0,9809596.30974185,tfidf_seed
vario,nao_misogino,9761424.79504929,0,25,0.0,9.761424795049289,0.0,9761424.79504929,tfidf_seed
otimista,nao_misogino,9750227.090259606,0,15,0.0,9.750227090259605,0.0,9750227.090259606,tfidf_seed
princesa,nao_misogino,9595000.536103508,0,17,0.0,9.595000536103507,0.0,9595000.536103508,tfidf_seed
tourette,nao_misogino,9536547.198108356,0,26,0.0,9.536547198108355,0.0,9536547.198108356,tfidf_seed
chocolate,nao_misogino,9519188.31445652,0,16,0.0,9.51918831445652,0.0,9519188.31445652,tfidf_seed
conheci,nao_misogino,9361181.918820104,0,24,0.0,9.361181918820103,0.0,9361181.918820104,tfidf_seed
absolutamente,nao_misogino,9329062.137621844,0,20,0.0,9.329062137621843,0.0,9329062.137621844,tfidf_seed
trampo,nao_misogino,9299189.856553555,0,22,0.0,9.299189856553554,0.0,9299189.856553555,tfidf_seed
sonhei,nao_misogino,9290681.422453467,0,17,0.0,9.290681422453467,0.0,9290681.422453467,tfidf_seed
gabi,nao_misogino,9208197.119123295,0,16,0.0,9.208197119123295,0.0,9208197.119123295,tfidf_seed
agonia,nao_misogino,9174630.86881811,0,14,0.0,9.17463086881811,0.0,9174630.86881811,tfidf_seed
contato,nao_misogino,8958399.885167362,0,23,0.0,8.958399885167362,0.0,8958399.885167362,tfidf_seed
arrepiar,nao_misogino,8889663.24654401,0,14,0.0,8.889663246544009,0.0,8889663.24654401,tfidf_seed
jungkook,nao_misogino,8824235.793755375,0,20,0.0,8.824235793755374,0.0,8824235.793755375,tfidf_seed
bebida,nao_misogino,8798376.514352888,0,21,0.0,8.798376514352887,0.0,8798376.514352888,tfidf_seed
seleção,nao_misogino,8742614.91165925,0,18,0.0,8.742614911659249,0.0,8742614.91165925,tfidf_seed
paulinha,nao_misogino,8741402.628429364,0,17,0.0,8.741402628429364,0.0,8741402.628429364,tfidf_seed
operação,nao_misogino,8655788.558658136,0,18,0.0,8.655788558658136,0.0,8655788.558658136,tfidf_seed
torcedor,nao_misogino,8589319.164880525,0,23,0.0,8.589319164880525,0.0,8589319.164880525,tfidf_seed
avó,nao_misogino,8550327.23135631,0,16,0.0,8.55032723135631,0.0,8550327.23135631,tfidf_seed
proximidade,nao_misogino,8481046.57702583,0,24,0.0,8.48104657702583,0.0,8481046.57702583,tfidf_seed
álbum,nao_misogino,8475595.796535593,0,20,0.0,8.475595796535591,0.0,8475595.796535593,tfidf_seed
fodido,nao_misogino,8448411.667802097,0,15,0.0,8.448411667802096,0.0,8448411.667802097,tfidf_seed
grt,nao_misogino,8446478.717059137,0,15,0.0,8.446478717059136,0.0,8446478.717059137,tfidf_seed
aaa,nao_misogino,8402848.693974901,0,15,0.0,8.402848693974901,0.0,8402848.693974901,tfidf_seed
sextar,nao_misogino,8381837.196501346,0,15,0.0,8.381837196501346,0.0,8381837.196501346,tfidf_seed
game,nao_misogino,8373902.9817775795,0,17,0.0,8.37390298177758,0.0,8373902.9817775795,tfidf_seed
estrela,nao_misogino,8362273.085583257,0,17,0.0,8.362273085583256,0.0,8362273.085583257,tfidf_seed
viadinho,nao_misogino,8337162.156498664,0,15,0.0,8.337162156498664,0.0,8337162.156498664,tfidf_seed
maturidade,nao_misogino,8233140.639437386,0,15,0.0,8.233140639437385,0.0,8233140.639437386,tfidf_seed
talentoso,nao_misogino,8231308.34121942,0,18,0.0,8.23130834121942,0.0,8231308.34121942,tfidf_seed
teoria,nao_misogino,8212136.347876706,0,16,0.0,8.212136347876706,0.0,8212136.347876706,tfidf_seed
companhia,nao_misogino,8153940.8889174545,0,16,0.0,8.153940888917454,0.0,8153940.8889174545,tfidf_seed
arreper,nao_misogino,8152800.812306638,0,15,0.0,8.152800812306637,0.0,8152800.812306638,tfidf_seed
jimin,nao_misogino,8150393.291454178,0,18,0.0,8.150393291454177,0.0,8150393.291454178,tfidf_seed
pagode,nao_misogino,8138678.860819976,0,16,0.0,8.138678860819976,0.0,8138678.860819976,tfidf_seed
netflix,nao_misogino,8054286.530065715,0,16,0.0,8.054286530065715,0.0,8054286.530065715,tfidf_seed
vasco,nao_misogino,8038766.275057093,0,17,0.0,8.038766275057093,0.0,8038766.275057093,tfidf_seed
memória,nao_misogino,8031163.195407106,0,19,0.0,8.031163195407105,0.0,8031163.195407106,tfidf_seed
pqpr,nao_misogino,8030427.264254254,0,14,0.0,8.030427264254254,0.0,8030427.264254254,tfidf_seed
live,nao_misogino,7996851.241509994,0,17,0.0,7.996851241509993,0.0,7996851.241509994,tfidf_seed
incrivel,nao_misogino,7890709.847403744,0,15,0.0,7.890709847403744,0.0,7890709.847403744,tfidf_seed
estilo,nao_misogino,7883923.721964601,0,17,0.0,7.883923721964601,0.0,7883923.721964601,tfidf_seed
barcelona,nao_misogino,7785611.075036999,0,19,0.0,7.785611075036998,0.0,7785611.075036999,tfidf_seed
pipoca,nao_misogino,7784868.758024272,0,13,0.0,7.784868758024271,0.0,7784868.758024272,tfidf_seed
luanete,nao_misogino,7741903.65121691,0,18,0.0,7.7419036512169095,0.0,7741903.65121691,tfidf_seed
luansantanashow,nao_misogino,7741903.65121691,0,18,0.0,7.7419036512169095,0.0,7741903.65121691,tfidf_seed
gratidão,nao_misogino,7717617.652837945,0,17,0.0,7.717617652837945,0.0,7717617.652837945,tfidf_seed
casaco,nao_misogino,7707727.859997999,0,15,0.0,7.707727859997998,0.0,7707727.859997999,tfidf_seed
mongol,nao_misogino,7669677.403729743,0,14,0.0,7.669677403729743,0.0,7669677.403729743,tfidf_seed
garcia,nao_misogino,7665411.061384388,0,16,0.0,7.665411061384388,0.0,7665411.061384388,tfidf_seed
fico,nao_misogino,7643213.618081103,0,16,0.0,7.643213618081103,0.0,7643213.618081103,tfidf_seed
ultimamente,nao_misogino,7639137.6715163225,0,15,0.0,7.639137671516322,0.0,7639137.6715163225,tfidf_seed
merecido,nao_misogino,7579785.503644712,0,12,0.0,7.579785503644712,0.0,7579785.503644712,tfidf_seed
piercing,nao_misogino,7572980.016906646,0,14,0.0,7.572980016906646,0.0,7572980.016906646,tfidf_seed
deo,nao_misogino,7567201.351298773,0,14,0.0,7.567201351298772,0.0,7567201.351298773,tfidf_seed
bichinha,nao_misogino,7515967.540271919,0,16,0.0,7.515967540271919,0.0,7515967.540271919,tfidf_seed
fudeu,nao_misogino,7418662.229009847,0,12,0.0,7.418662229009847,0.0,7418662.229009847,tfidf_seed
corinthians,nao_misogino,7407008.490987037,0,15,0.0,7.407008490987037,0.0,7407008.490987037,tfidf_seed
storie,nao_misogino,7395234.939425257,0,16,0.0,7.395234939425257,0.0,7395234.939425257,tfidf_seed
pal,nao_misogino,7379893.36470484,0,13,0.0,7.37989336470484,0.0,7379893.36470484,tfidf_seed
desligar,nao_misogino,7375818.061046465,0,15,0.0,7.3758180610464645,0.0,7375818.061046465,tfidf_seed
sanção,nao_misogino,7358789.605082368,0,17,0.0,7.358789605082367,0.0,7358789.605082368,tfidf_seed
luansantano,nao_misogino,7311649.840734808,0,17,0.0,7.311649840734807,0.0,7311649.840734808,tfidf_seed
bglh,nao_misogino,7305008.726021191,0,14,0.0,7.305008726021191,0.0,7305008.726021191,tfidf_seed
estado,nao_misogino,7298359.835680486,0,16,0.0,7.298359835680485,0.0,7298359.835680486,tfidf_seed
silenciar,nao_misogino,7256927.879031411,0,15,0.0,7.256927879031411,0.0,7256927.879031411,tfidf_seed
pretinha,nao_misogino,7243062.555759287,0,12,0.0,7.243062555759287,0.0,7243062.555759287,tfidf_seed
aleatório,nao_misogino,7168057.097509043,0,18,0.0,7.168057097509043,0.0,7168057.097509043,tfidf_seed
leão,nao_misogino,7127890.221495738,0,16,0.0,7.127890221495738,0.0,7127890.221495738,tfidf_seed
whats,nao_misogino,7127859.53614056,0,14,0.0,7.1278595361405594,0.0,7127859.53614056,tfidf_seed
lindíssimo,nao_misogino,7114892.488649341,0,10,0.0,7.114892488649341,0.0,7114892.488649341,tfidf_seed
aprendizado,nao_misogino,7103166.066127469,0,14,0.0,7.103166066127469,0.0,7103166.066127469,tfidf_seed
morri,nao_misogino,7094266.789085657,0,12,0.0,7.094266789085657,0.0,7094266.789085657,tfidf_seed
matheus,nao_misogino,7068686.584381377,0,14,0.0,7.068686584381377,0.0,7068686.584381377,tfidf_seed
orar,nao_misogino,7038466.81057914,0,12,0.0,7.0384668105791395,0.0,7038466.81057914,tfidf_seed
psg,nao_misogino,7014583.77319927,0,16,0.0,7.014583773199269,0.0,7014583.77319927,tfidf_seed
picar,nao_misogino,7007398.731421735,0,13,0.0,7.007398731421735,0.0,7007398.731421735,tfidf_seed
emoji,nao_misogino,6952369.6699896585,0,15,0.0,6.952369669989658,0.0,6952369.6699896585,tfidf_seed
deltan,nao_misogino,6943570.568176315,0,21,0.0,6.943570568176315,0.0,6943570.568176315,tfidf_seed
carol,nao_misogino,6859180.252787774,0,14,0.0,6.859180252787774,0.0,6859180.252787774,tfidf_seed
tarcísio,nao_misogino,6839862.670638709,0,12,0.0,6.839862670638709,0.0,6839862.670638709,tfidf_seed
stan,nao_misogino,6830898.4214575095,0,13,0.0,6.830898421457509,0.0,6830898.4214575095,tfidf_seed
sco,nao_misogino,6821644.920476832,0,12,0.0,6.821644920476832,0.0,6821644.920476832,tfidf_seed
prima,nao_misogino,6794135.556842433,0,16,0.0,6.794135556842433,0.0,6794135.556842433,tfidf_seed
reportagem,nao_misogino,6769272.497883144,0,16,0.0,6.769272497883144,0.0,6769272.497883144,tfidf_seed
gaúcho,nao_misogino,6682875.445320787,0,12,0.0,6.682875445320787,0.0,6682875.445320787,tfidf_seed
integrante,nao_misogino,6679846.546333113,0,15,0.0,6.6798465463331125,0.0,6679846.546333113,tfidf_seed
pizza,nao_misogino,6645967.796535011,0,13,0.0,6.645967796535011,0.0,6645967.796535011,tfidf_seed
terapia,nao_misogino,6613253.161417653,0,14,0.0,6.613253161417653,0.0,6613253.161417653,tfidf_seed
marina,nao_misogino,6595202.841047912,0,13,0.0,6.595202841047912,0.0,6595202.841047912,tfidf_seed
desmatamento,nao_misogino,6580608.060115356,0,19,0.0,6.580608060115356,0.0,6580608.060115356,tfidf_seed
tempinho,nao_misogino,6573372.330181297,0,12,0.0,6.5733723301812965,0.0,6573372.330181297,tfidf_seed
voar,nao_misogino,6542404.302294233,0,12,0.0,6.542404302294233,0.0,6542404.302294233,tfidf_seed
caraca,nao_misogino,6531284.177096208,0,13,0.0,6.531284177096207,0.0,6531284.177096208,tfidf_seed
fiscal,nao_misogino,6526929.904107468,0,16,0.0,6.526929904107468,0.0,6526929.904107468,tfidf_seed
tédio,nao_misogino,6515633.963775397,0,11,0.0,6.515633963775397,0.0,6515633.963775397,tfidf_seed
treino,nao_misogino,6506184.968768907,0,14,0.0,6.506184968768906,0.0,6506184.968768907,tfidf_seed
senado,nao_misogino,6454006.513298542,0,15,0.0,6.454006513298542,0.0,6454006.513298542,tfidf_seed
leve,nao_misogino,6427118.570439081,0,12,0.0,6.42711857043908,0.0,6427118.570439081,tfidf_seed
dio,nao_misogino,6421852.955380297,0,15,0.0,6.421852955380297,0.0,6421852.955380297,tfidf_seed
reserva,nao_misogino,6411606.26689444,0,14,0.0,6.41160626689444,0.0,6411606.26689444,tfidf_seed
yoongi,nao_misogino,6396201.814716061,0,13,0.0,6.39620181471606,0.0,6396201.814716061,tfidf_seed
hahahahahaha,nao_misogino,6394675.548672812,0,11,0.0,6.3946755486728115,0.0,6394675.548672812,tfidf_seed
desconstruir,nao_misogino,6355592.650161493,0,12,0.0,6.355592650161492,0.0,6355592.650161493,tfidf_seed
jornada,nao_misogino,6348041.705892061,0,14,0.0,6.348041705892061,0.0,6348041.705892061,tfidf_seed
atleta,nao_misogino,6305836.074816913,0,13,0.0,6.305836074816913,0.0,6305836.074816913,tfidf_seed
fundamental,nao_misogino,6264678.365448816,0,14,0.0,6.264678365448815,0.0,6264678.365448816,tfidf_seed
partida,nao_misogino,6250443.606625861,0,16,0.0,6.25044360662586,0.0,6250443.606625861,tfidf_seed
intimidade,nao_misogino,6232580.598498121,0,12,0.0,6.232580598498121,0.0,6232580.598498121,tfidf_seed
confessar,nao_misogino,6230851.728289485,0,14,0.0,6.230851728289485,0.0,6230851.728289485,tfidf_seed
van,nao_misogino,6222509.9966135435,0,12,0.0,6.222509996613543,0.0,6222509.9966135435,tfidf_seed
jogão,nao_misogino,6203187.808444136,0,9,0.0,6.203187808444135,0.0,6203187.808444136,tfidf_seed
lerdo,nao_misogino,6165670.311096812,0,11,0.0,6.165670311096811,0.0,6165670.311096812,tfidf_seed
rivalidade,nao_misogino,6160591.510019538,0,13,0.0,6.160591510019538,0.0,6160591.510019538,tfidf_seed
coca,nao_misogino,6155416.624635766,0,13,0.0,6.155416624635766,0.0,6155416.624635766,tfidf_seed
terça,nao_misogino,6138490.094707183,0,12,0.0,6.1384900947071825,0.0,6138490.094707183,tfidf_seed
araraquara,nao_misogino,6119929.828040851,0,10,0.0,6.119929828040851,0.0,6119929.828040851,tfidf_seed
porq,nao_misogino,6094575.788609477,0,15,0.0,6.094575788609476,0.0,6094575.788609477,tfidf_seed
lindão,nao_misogino,6093916.583332384,0,9,0.0,6.093916583332383,0.0,6093916.583332384,tfidf_seed
exagerar,nao_misogino,6090141.248615353,0,8,0.0,6.090141248615353,0.0,6090141.248615353,tfidf_seed
blusa,nao_misogino,6071033.362598617,0,11,0.0,6.071033362598616,0.0,6071033.362598617,tfidf_seed
roma,nao_misogino,6066351.67527766,0,15,0.0,6.06635167527766,0.0,6066351.67527766,tfidf_seed
gelo,nao_misogino,6061493.515878283,0,12,0.0,6.061493515878283,0.0,6061493.515878283,tfidf_seed
quadra,nao_misogino,6057445.540410549,0,11,0.0,6.057445540410549,0.0,6057445.540410549,tfidf_seed
brinco,nao_misogino,6055607.095568282,0,12,0.0,6.0556070955682815,0.0,6055607.095568282,tfidf_seed
dani,nao_misogino,6039080.316637498,0,15,0.0,6.039080316637498,0.0,6039080.316637498,tfidf_seed
anime,nao_misogino,6030519.377837024,0,11,0.0,6.030519377837024,0.0,6030519.377837024,tfidf_seed
inscrição,nao_misogino,6027802.14214973,0,13,0.0,6.02780214214973,0.0,6027802.14214973,tfidf_seed
carlos,nao_misogino,6016203.426624918,0,15,0.0,6.0162034266249185,0.0,6016203.426624918,tfidf_seed
hoseok,nao_misogino,6016031.542204717,0,12,0.0,6.016031542204717,0.0,6016031.542204717,tfidf_seed
tartaruga,nao_misogino,6012447.769077968,0,12,0.0,6.012447769077967,0.0,6012447.769077968,tfidf_seed
garganta,nao_misogino,6002363.727086692,0,13,0.0,6.002363727086692,0.0,6002363.727086692,tfidf_seed
